"","median_effect_size","number_of_significant","average_z"
"85",1.04049876253672,364,13.3427134614519
"86",1.00793095751921,154,2.34240936208737
"87",1.06806643174433,244,21.3112442707968
"88",1.00236823263215,190,-5.86938458844552
"89",0.974079072883906,137,-8.83916634606297
"90",0.994895163868578,88,-2.47652377435623
"91",0.972645867794333,151,-9.65405317772423
"92",0.987169446043036,326,-4.03922984675656
"93",1.0360524739095,262,9.9555927441101
"94",0.946543274077526,201,-16.2092006449331
"95",0.950338453495476,255,-20.7251376991603
"96",0.977393716239641,193,-6.07433578624219
"97",0.953307688842343,229,-10.6888118511443
"98",0.89099036243974,118,-32.9069631617411
"99",1.06041754919676,392,18.6448049953382
"100",1.02281718064501,138,4.66246490485413
"101",0.890461173780132,253,-30.7182300319056
"102",1.00985894700507,203,-0.739096770997824
"103",1.07828223713257,276,38.3367694730596
"104",1.01410109870268,236,7.21382568233108
"105",1.05838131009974,338,9.42117485090838
"106",0.949973758646326,170,-15.6229290383109
"107",1.02779690793451,284,1.83567393279883
"108",0.916309030593899,274,-30.2780429960169
"109",0.959463847741935,300,1.46995576333369
"110",0.889061926415006,313,-42.432509529195
"111",1.03708568421021,252,12.6916237030986
"112",1.02234804733773,321,10.9900369324353
"113",1.03720083956484,286,10.633885472941
"114",0.923558948512761,335,-16.7367063323587
"115",0,0,0
"116",0.975678218505159,275,-1.76526065826696
"117",1.06202047708108,367,18.0210282305592
"118",1.08787466551293,363,25.4529439242953
"119",1.02762911024138,253,7.73832604250048
"120",1.02491642701127,287,20.6689207460549
"121",1.0009332887134,190,-7.9281972371202
"122",1.0245970903551,231,2.05896468052024
"123",1.01613275474305,245,6.15032209464175
"124",0.86366010439507,298,-43.3813273137712
"125",0.965362596948045,89,-13.5642033407038
"126",0.95172917773483,206,-19.8583313455365
"127",NA,NA,NA
"128",1.01902474679845,256,16.0195243232369
"129",0.891702089282456,283,-29.8933441316996
"130",0.989175738922782,280,4.2090331388707
"131",0.977133543820272,325,-5.52967640982343
"132",0.959106472387709,361,-11.6344901239345
"133",0.967284439259462,256,-8.9722414677387
"134",1.07719479455844,218,31.2720748612152
"135",1.04013065410596,194,17.008063678828
"136",0,0,0
"137",1.00760682423909,265,-0.0968316347979532
"138",0.988708401380217,257,-4.08457870663921
"139",0.975420192984093,320,-7.20541237807334
"140",0.991013929997976,184,-2.19892789018036
