"","median_effect_size","number_of_significant","average_z"
"1",0.957178414899,186,-14.8196386282372
"2",1.01280548353335,302,3.27332842927103
"3",0,0,0
"4",0.908958964986189,219,-35.432278594441
"5",1.05187037985331,438,17.0781631139482
"6",1.02174662380367,176,4.66904061821953
"7",1.03460034958764,173,8.07358088529536
"8",0.976836332779715,170,-14.1369532367086
"9",1.03045808832759,248,8.21841209900071
"10",1.0110277985441,129,4.60264727552284
"11",0.961597155438122,305,-14.1231181881623
"12",0.951656121454934,220,-14.7244941034421
"13",1.03307114025475,213,8.7735168769199
"14",1.0522739939462,222,16.9855546097812
"15",1.02144924883244,303,3.98438219443173
"16",1.06487082175879,268,12.0047017227097
"17",0.962586372730618,112,-9.99776387346233
"18",0.901940041854243,186,-33.4852031803649
"19",1.03939930199514,159,18.3183693991822
"20",1.01087658460245,301,-1.58317277194291
"21",0.933122353119942,144,-21.3648034784931
"22",1.0241014104478,376,8.62137599743994
"23",1.00263545601656,374,2.72615171075626
"24",1.01242250022486,180,0.734388252022319
"25",0.98162301607006,122,-0.309524397572833
"26",1.049830185689,114,13.6182869375216
"27",1.17940762907895,469,57.0185716800133
"28",0.829695785980915,555,-58.2013835730957
"29",0.946922394800515,322,-23.0583112277516
"30",1.01868767238185,115,4.82708945545945
"31",0.985226645510431,252,-5.67679587972652
"32",1.097979949574,429,30.8638197923959
"33",0.853607667651315,433,-40.9126890978847
"34",0.885897834615341,388,-40.0757802696739
"35",1.06683305235844,346,25.2917737107284
"36",0.828221930312687,566,-60.4553593781691
"37",1.03455102781028,313,9.76947747565057
"38",1.0117617978101,348,3.47727532674205
"39",0.831472594695359,478,-57.6993562247568
"40",1.04584269487151,367,17.7919326514456
"41",1.06473004375742,314,14.1186906585625
"42",0.817973041459581,533,-55.2971381006199
"43",0.875441591903275,448,-40.9357572517715
"44",1.00386700714312,205,-1.89704949366189
"45",1.10549568020191,422,33.1130303424421
"46",0.922323810824655,287,-26.250992515684
"47",0.996781646274526,164,-2.95248935824156
"48",0.975703319608624,242,-5.05645582966379
"49",1.12850951480094,352,44.8335865366441
"50",1.01623594346811,327,13.461392076045
"51",0.965697053665628,262,-7.45036847732042
"52",0.929515879621621,114,-20.4073732810234
"53",0.964415930988327,333,-16.981646904798
"54",0.942322153504056,246,-19.7301502960551
"55",0.926173574229346,192,-18.0772520466724
"56",1.0417381339197,333,14.143844360127
"57",0.996879557058202,278,1.84711397677084
"58",1.032046803794,104,10.9298694680605
"59",0.995551096295527,414,2.92228256528682
"60",1.00288063600909,158,9.85762322579478
"61",1.07575773206169,303,22.4227707942466
"62",0.98304437961939,185,-12.337820149771
"63",0.879987556450424,434,-48.9821213459155
"64",0.986102579711982,222,-6.90345227067001
"65",0.920911704528982,337,-22.7819486974447
"66",0.944686289668442,176,-12.2278941898217
"67",1.17961684215375,611,59.3918195911135
"68",1.02739126175455,187,6.89350349955815
"69",1.01446442288599,216,-2.46449138977706
"70",0.969085625836254,271,-4.68101469130735
"71",1.03293488827117,126,15.5435875076451
"72",1.00489763315255,243,-7.78650402860626
"73",0.948702569736923,269,-20.5061012372781
"74",1.06104567208909,305,17.3833348001082
"75",1.04788592273844,354,16.4171723780282
"76",1.23328056696315,681,65.1727316061731
"77",0.957690507148295,211,-18.4801408801055
"78",0.909131772762345,146,-30.8321454509274
"79",1.0239626435579,281,5.84200120601143
"80",0.986434302235807,293,-5.83746963969707
"81",1.04440103355109,333,9.01902655033154
"82",0.952828634396299,270,-12.9813188069898
"83",0.934238496211784,263,-20.9915577722259
"84",0.98851232537574,235,-13.33199606028
