"","median_effect_size","number_of_significant","average_z"
"1",0.969082891328161,242,-9.86633141421147
"2",0.964839354228988,212,-3.04133661488816
"3",0.973287196900506,418,-3.24791594270153
"4",0.987414965985714,189,-4.39348284438404
"5",1.10572825984602,359,31.2428518688371
"6",0.973989725867794,311,-2.11274631095037
"7",0.988306351370292,172,-9.67083426549429
"8",1.03959810145484,243,13.2010834526333
"9",0.99272254917841,241,-7.47845921226184
"10",1.07963776392425,264,29.416221945458
"11",1.03409571496551,403,17.2746366577473
"12",1.0039492908364,180,-1.26359818357908
"13",0.97119402061835,263,-1.80424814580891
"14",0.964750368963587,234,-12.0596108986544
"15",1.02399069909314,266,8.43731022147101
"16",1.1556604451599,596,56.5875188005149
"17",1.10338544382833,564,32.4352322165958
"18",0.944839702920681,335,-13.6577005936281
"19",1.02278098937829,114,10.7860581115182
"20",0.903063472515476,328,-28.4398380346941
"21",0,0,0
"22",1.02625576819816,164,13.4425829377153
"23",0.926865243332255,291,-26.1027384150659
"24",1.032095136526,313,20.4768177563466
"25",0.952209336314555,100,-13.3768600748708
"26",0.988260217741815,231,-8.46353410952444
"27",0.953655452312953,388,-23.7219348032514
"28",0.94559837217142,172,-16.4887347225637
"29",1.09262929896931,391,36.8974747357301
"30",1.14811615284503,529,44.3306444942685
"31",0.886228852735335,407,-33.502734218552
"32",1.03237945268542,342,0.118221531472014
"33",0,0,0
"34",1.05879817729419,220,19.5842656596728
"35",1.06130176807223,393,7.20675943875982
"36",0.981218236260984,189,-7.27518430602321
"37",0.967115515993525,353,-2.55716413792215
"38",0.932722693995314,289,-30.2711103254063
"39",0.949694749482059,138,-14.929645145924
"40",1.15391206545025,471,45.7257520941774
"41",0.906190645403107,390,-16.042731010039
"42",1.00083693477684,431,3.03466346659508
"43",0.890756110383521,286,-29.2253858972872
"44",0.950487990058559,331,-20.9465161696804
"45",0.943954707240014,219,-18.1999980495112
"46",0.917970283778329,328,-32.5338919875487
"47",1.02547345259531,487,9.60415489781644
"48",0.990873608532408,339,-6.78108238899845
"49",0.826618021594938,449,-52.2692662195501
"50",0.886132184436007,274,-27.4398245424012
"51",1.05641844489869,417,12.0718845447424
"52",0.99543433627226,315,-2.03330325282457
"53",0.907508403641589,401,-27.6346764785791
"54",1.04328414179111,152,13.3867826638237
"55",0.940041743835314,253,-25.2342506385745
"56",1.09320903183634,316,33.229053243801
"57",0.945514033368057,294,-18.8215494702607
"58",1.02044449594475,299,-0.756379212736936
"59",0.991807162993022,388,-8.06365369970155
"60",0.923188153076681,184,-20.1332139430173
"61",0.865618163552665,385,-41.4907819063673
"62",1.04296912991768,332,13.9368560229547
"63",1.06800195522666,176,20.5140392322834
"64",1.08892106093605,273,29.0842169963186
"65",1.03883037344746,253,12.0931181898455
"66",0.996583515994483,134,1.19308544580237
"67",0.89784920615993,303,-33.8237516119933
"68",1.09091339913744,507,20.8712349653751
"69",0.993915991318822,238,-11.9786050724598
"70",0.950679519992771,159,-12.1256038020287
"71",1.05763751198902,388,22.3135658644268
"72",1.00362265354273,339,8.52047284165698
"73",0.959275951970039,185,-15.3970206429798
"74",0.910863178959008,360,-21.652661449804
"75",0.967971986965253,301,-14.9883438699285
"76",0.989046151761406,217,-5.70686975004941
"77",0.996888097332286,143,-5.31827114268586
"78",1.07872727755277,204,23.7914369969545
"79",0.921173180562379,181,-29.5941339421503
"80",1.00202667130644,203,1.65369003249539
"81",0.997496146472592,278,-2.0775722268575
"82",1.01584371016773,272,-1.64997742986608
"83",1.07787914847178,351,31.8027799961827
"84",0.950090792489526,261,-17.2788260104428
"85",1.0006932974404,266,1.81823459133213
"86",1.00579528926935,329,4.61878161116683
"87",0.867387457412202,296,-44.2746143238106
"88",0.976302495396939,240,-12.2032837005792
"89",0.927598066793834,279,-22.6252111437109
"90",0.955610824526757,228,-13.9618552030808
"91",0.973835736366377,225,-4.74818974432662
"92",0.928334197736025,222,-22.8469026994808
"93",0.99340564361836,258,-2.97004735866514
"94",1.23883862485278,802,74.2094616909819
"95",0.992240325437217,287,-6.07997463653097
"96",0.929174604281321,287,-34.9835412583004
"97",0.856100884034778,485,-51.7942110301646
"98",0.994736092857382,339,-2.34479869362713
"99",1.10978928003042,478,35.5004688872299
"100",1.01275427557893,209,2.32535865668434
"101",0.902607913359353,344,-34.5480554367635
"102",0.931638859389112,387,-20.716876115568
"103",0.887780477527405,201,-37.9503210226731
"104",0.943205550020179,238,-20.2153074606847
"105",0.955771035067857,210,-14.4261557891069
"106",0.980629550155943,189,-14.5736110391316
"107",1.00097851263133,163,-2.76260556466577
"108",0.954820542629595,40,-14.8214117068593
"109",1.0786795220605,359,25.6106648138512
"110",1.02956197308484,227,16.2626225117955
"111",1.06048676692167,85,15.1262214105874
"112",1.04626572203399,375,9.41994508657916
"113",0.97151329470008,486,-8.13635666788433
"114",0.962276607507519,285,-17.7929942998556
"115",0.97945955420435,279,-0.0753147428796382
"116",1.06710401447925,382,32.5001424552073
"117",0,0,0
"118",1.07919996876533,265,33.2229871173495
"119",0,0,0
"120",1.02070854925606,218,8.29453681943971
