"","median_effect_size","number_of_significant","average_z"
"1",0.929544071157166,344,-21.6174169060949
"2",1.17459830550191,642,58.9290582196148
"3",0.932114994234908,322,-17.9121240038005
"4",1.03611862072321,198,13.9187977583798
"5",1.13155361399591,468,35.5333961119298
"6",1.00898056951721,320,6.64589521437795
"7",1.04325558546412,175,9.01474061445073
"8",0.959722680636105,231,-12.6839255851855
"9",0.917611342447917,334,-35.2907472000477
"10",1.01105494864836,214,0.959423225402496
"11",0.980660673414642,276,-4.42739979785328
"12",1.0063283342956,261,-3.2739707391832
"13",0.972166393479293,353,-11.2996366292323
"14",1.0621073420062,358,28.5289151881688
"15",0.88936409374969,260,-38.1665830408263
"16",1.09408739805244,483,32.9460667429979
"17",0.993972916576746,332,-5.28113946669981
"18",1.01717740388108,101,3.16672454567282
"19",1.02617583837985,411,9.63132830268257
"20",0.941429635550297,141,-19.0115146066207
"21",1.07209484323736,276,23.4089346410272
"22",1.08138447409734,262,27.0815358316175
"23",1.03089544031382,300,9.48195278952229
"24",0.989621625573193,78,-1.36723616457734
"25",0.934720556320661,143,-22.4893508105183
"26",0.949033433033806,282,-22.7411552838104
"27",0.997282221214455,435,4.30722645611331
"28",1.06795473197526,355,19.464033863693
"29",1.11602749530793,357,43.9149634641353
"30",1.01015385195934,224,6.56525604425976
"31",0.980754150453982,440,-1.46145557514387
"32",1.12105402233152,353,31.3794811522884
"33",0.956464635065637,230,-9.67973719295254
"34",1.07045693269422,316,27.381114186581
"35",0.941695953200215,191,-25.422876039714
"36",0.971710404776314,362,-11.7424451228626
"37",0.996256982483974,71,1.96291884151798
"38",1.02250526969685,237,1.68492649829434
"39",0.981304330827245,270,-8.25056522922818
"40",1.00577504913153,212,5.0197606644553
"41",0.983481516327187,142,-9.86374354072018
"42",1.04264569434709,305,22.295746443905
"43",0.996496293872191,224,-6.36738144244033
"44",1.0456533796577,320,18.2716989976331
"45",0,0,0
"46",0.958146963472342,377,-14.0522747137378
"47",1.00126048770939,207,-1.91255613468176
"48",0.90050974001095,265,-27.3326366562281
"49",0.897943670010791,344,-31.5264451424378
"50",1.06004424445943,186,14.8469748138284
"51",1.004729840329,106,-1.60605498022436
"52",0.897877400158582,328,-20.9900152003144
"53",1.01968373327405,326,10.0764518043575
"54",1.11770208785526,423,33.6973898183037
"55",0.944453092165467,316,-19.5349768417917
"56",1.15670026694037,470,39.4952215181866
"57",0.937241072312342,239,-21.6352732066851
"58",1.06493149710739,174,20.4146441217943
"59",1.07658952245615,266,24.0462993593256
"60",0.942960911757975,223,-24.2398533076939
"61",0.916579432754182,356,-21.5997755806178
"62",1.07873246284607,393,34.2520470836575
"63",0.897505186743801,172,-31.6961993230442
"64",0.975778951467923,94,-8.90225024051171
"65",0.930716346034789,160,-28.5609789075815
"66",1.03032173372001,268,8.77136499166998
"67",0.911639036174389,288,-26.8445255304088
"68",0.831695388517514,343,-50.3652491715891
"69",0.948227641087867,243,-26.1219226854455
"70",1.03670391291595,242,22.6672723366512
"71",1.03604087991214,188,11.2083733790608
"72",0.947206803199414,159,-23.9067717540567
"73",1.00214851945739,298,0.232098966664443
"74",1.02358813134165,215,-1.98300458233258
"75",0.961563317498413,253,-16.3419117220186
"76",1.04292272096677,216,8.76367741766128
"77",0.905868787411509,179,-24.3197019489824
"78",0,0,0
"79",1.01122111249998,200,8.59446761642649
"80",1.06310591420422,214,18.5966888738914
"81",1.02165306839831,175,10.5725103150551
"82",1.01296164775895,287,3.04763165914027
"83",0.886283717441576,278,-35.097125293498
"84",1.06896765846652,306,21.8220631300814
"85",0.971807498690319,359,-7.14460825676745
"86",0.959337596708189,188,-8.41900757039562
"87",0.894391080375861,315,-28.6275974338717
"88",0.900831975668709,461,-37.3321312302749
"89",1.03685557224663,271,11.742742178286
"90",1.03252873092606,197,7.70971855366359
"91",1.03539280612998,347,4.49140952456289
"92",1.03301272113791,276,11.7993884422536
"93",0.886152724341789,267,-41.9347829569317
"94",1.08459276223552,367,26.224844579281
"95",0.942790168452098,269,-24.3979266152443
"96",1.06104598018055,274,25.1510891377574
"97",0.96818266621752,243,-2.81304771055579
"98",1.03046227206086,314,10.5055621447674
"99",0.947140451197356,205,-16.3221627762995
"100",0.948489509878735,221,-14.7947733074299
"101",1.04738728424194,410,12.3111637036311
"102",0.811869780640936,537,-56.7812379911886
"103",0.976193083942905,294,-5.86530330991677
"104",0,0,0
"105",0.847127202232967,368,-53.0947255931593
"106",1.05179703547757,294,13.4850322628369
"107",0.97028674478328,316,-11.7749796261082
"108",1.03557824661407,325,11.397187628095
"109",0.985480966508865,255,-5.4303796418593
"110",0.940179049865104,124,-18.5732496683268
"111",0.834228526464435,422,-56.5513546868947
"112",0.905543399216498,213,-35.7894171560749
"113",0.837977964948987,452,-55.6586210542029
"114",0.892849260718016,316,-44.4142831240119
"115",1.02261760797267,241,13.2125619106548
"116",1.04605833201381,230,10.35225776275
"117",1.10481033666666,497,36.4142638661515
"118",0.989136748309215,152,-3.44137872386198
"119",0.965210213519633,248,-12.029745617567
"120",1.02422618128628,298,5.6658822944393
"121",1.06588874776936,397,23.5655710507657
"122",1.02717787862113,290,12.8351922130576
"123",1.03033706339946,258,16.6606111464821
"124",1.03487559470224,322,14.139117085644
"125",0.950929357290825,287,-12.9363426426649
"126",1.05150687431842,226,20.0931534816437
"127",0.969276770624902,229,-1.05965695010598
"128",0.960112296092458,307,-18.7379219685001
"129",0.896680214874363,402,-33.7199864002447
"130",1.02450878332129,192,4.91392506703276
"131",0.95407116061814,220,-12.8633013417467
"132",1.08130618166064,446,33.251060763713
"133",0.941827587762614,148,-20.3906725384512
"134",0.987599595018582,176,-4.447453931614
"135",1.08190708579985,213,29.2825240875388
"136",1.14756334975636,462,42.6975088445668
"137",0.886210143341653,275,-40.0780612111829
"138",0.951376135404759,229,-14.7246698593009
"139",0.90841734613031,402,-27.3757872188598
"140",0.945406781129446,223,-12.9118789996766
"141",1.13749180386324,513,43.8286740413769
"142",0.833730468747798,432,-59.1892434901294
"143",0.844760790876198,342,-49.2041429915594
"144",1.00204439852266,330,-7.85073926691192
"145",1.05730485786557,188,22.0724265947703
"146",1.02456673409999,160,14.5253016050311
"147",0.943983442314047,395,-16.8746383182099
"148",0.930011507789083,271,-31.3484153108037
"149",0.922083681496409,221,-29.5814370726506
"150",0.895998036821176,271,-38.3469148951869
